path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
legacy/doc/sources_intel_onedal/logistic_model_builder.rst,f2bfa32cb13a1effd18bf9b348f5f5885b02dd69510a6733ed7a8ce53557e5d1,3264,79,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/model_builders.rst,5b4c399a36cb382b0c2b31af2adccedd848009f371858e77a6655377f791497e,7198,166,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/model_builders_speedup.webp,d9886582b11f1ad5b25d577949ca640e751766162865e888590d250943115600,17004,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/non-scikit-algorithms.rst,96bce84646d4097f309d955270b4f1539843bdc8eb9a50ceb36fae5429707e22,1604,50,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/non_sklearn_d4p.rst,87490ab2c1a29c0ec52ae2d51b37bc3f7d2c9800b4ffa3a301d5606782ba9bec,1531,36,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/oneapi-gpu.rst,49530e6debb066e4156e0fca122adbb3465ed4c87be75f0cb2b41715568ae5f2,10874,227,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/parallelism.rst,1e776efca5ede2d91a1dbc0149857dfba40c8f49aaab9037ac1eddcc57b85266,4365,80,legacy,,,derived,Contains upstream marker(s): daal4py.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching.rst,88f986810f3f48f7cb4e21ef0dd105ac28fea2cbaa788c9c17e6cba6571e3fb8,6784,210,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching/patch-kmeans-example.rst,61eee603890d96340bdf1b0f64e7dbe63ef8c743f0e4c35fe2dee83aef2cd330,986,27,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching/patch-one-algorithm.rst,186033849ad83965f050d9c84a95c3d216b1b6f023c308bfcf74605811951b7d,709,19,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching/patch-several-algorithms.rst,62c3e3aa3f241b2ec35dceb2eec1dc6474d9cc41944eec8e029b27d9a42fa345,721,19,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching/patching-options.rst,3f4ed7920f0f74a43140e43ad66cb93347a43a5cc55de26b1702786a71219fe9,1440,40,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/patching/undo-patch.rst,0db0bd11cccb7adc58426ff2eaa7299014641c08f87e1d44ca22b6bc2b80615f,728,19,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/preview.rst,621695fbdbf596cca6e1856fd30805a80637865398fbb77cd11520de66954d6f,3078,95,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/samples.rst,ee79b25f40d32d9b71fbc75207353b868448c255d9e16eeac5510ff5326fafdb,3360,78,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/tutorials.rst,43450fd26fe724a6068001f3c21447d5179e076c01f2d5a926b1b66eae4560c5,3268,72,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/doc/sources_intel_onedal/verbose.rst,f6a775c260e6c53e171be69d1e6896e55d2902994ec5349e4bae6118d2c9f62a,1800,53,legacy,,,derived,Contains upstream marker(s): Intel Corporation.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/adaboost.py,23492dd605f10d7124eb0c47df608aeee81bae9550093d028467825e61c55a5c,2453,66,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/adagrad_mse.py,d973e98e6ec455378486be5898f63a9a006f2bd24906e38148f21dfac24a48a0,2125,66,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/association_rules.py,165e8ec04fe8a3f25012f1542e7a1207096ca4e08853b5955fd58499b908045a,2086,57,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/bacon_outlier.py,55ec2ae7aecc5de1aff8ff333bb3bb3ec094a4eb8c695ba209720897cd004f4e,1655,53,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/bf_knn_classification.py,e0419d69a77e5aa8cb9c1ca7918f651b6b935179baff3b1ef946f8c733fe9540,2630,68,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/brownboost.py,e4992cd23ac357132a96cf39315f8461ef3942699a11f4464f642c64d8518a47,2416,65,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/cholesky.py,0f86901946ffa2a50556e4c8d3ffc9d675e864db5f19ca42833f1714cc0e9e1e,1361,43,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/correlation_distance.py,ddf35b7bafd3c535d250b319ee5775505fb089179b9714b1f171bf730aa84f25,1669,52,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/cosine_distance.py,598bdf88cabb95b5091925581a37d9c42ce6509e4c62f4d3d2e672723238ba78,1606,49,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/covariance.py,7f2ad7a8e53ca4b81aa2088a1218bbdbde7c2178de7bc418a947984b6bd18c7c,1827,55,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/covariance_spmd.py,ed2f6080d61245d9841d07c2e6d0254421d228a1559d65216c086a5bc36d8232,2135,64,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/covariance_streaming.py,cdd91a91ff474b75f4822ab27b82aaf924fb7aaa01bfd0626e629ec2f6e96682,1566,50,legacy,,,derived,"Contains upstream marker(s): Intel Corporation, daal4py.",drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/XM.csv,659f2ba00ca0ee56a0d195a936e9d192eaf3e7027ba47ce327e5c4fabb604612,121241,4097,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/adaboost_test.csv,581f4bda34498646bd47f5070e67d52d0aba679e6247a1ed22b451134289e2a9,147376,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/adaboost_train.csv,26d72063e70cb2eeb9c58681b1471f8b2e5334292a7ff2ef5b7a8dc9071e40ae,589387,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/apriori.csv,fb92b7cd2e7e988ad993b08366f53705a811c0a9d760acbb5212edbe0652c538,187279,25075,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/binary_cls_test.csv,d25bdd1b9e7ce3bb6fbc681daace9ebae7d317a0bfaf650786bb1b048dd8c7c0,145777,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/binary_cls_train.csv,9ee1ed9f3f4e27bd26f7cde47f6691c59ca32cb0a10f71360c2915c21ffb977b,582986,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/brownboost_test.csv,4789d78a1b381ec2f1b5669a9fd03d6368b5d39bb99a5d344f4108fd65034f6f,144241,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/brownboost_train.csv,a041e4dc4408d43dc2f3db8566c8ce3e1f0b9ed137c4a5ef34dfddcd5d0114c3,577061,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/cholesky.csv,0de71050daeb4e04985f6a5639b9a44f8ecc277ff893e8b1215d3ebc54c07f9a,76,6,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/covcormoments_dense.csv,d4bc9bc9ac15b65fb27f4f6849cba8ecfa1995f16d3c95d0ca41e48ef5c3c993,18986,201,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/custom.csv,348b6d7117d8917483ec5c8004fea265d5dc7f2d25efc522a8631af8770e3f64,680,41,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/dbscan_dense.csv,da3775230b7914882b849e2deb706835bfd503403a4051e65f795dcbe3e5ca48,211666,10001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/decision_tree_prune.csv,f45bd10e9327eb89938ca8a4ff9756885637047cfb7d6bbd64d6adf7ea7a908b,150894,4801,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/decision_tree_test.csv,f40ee1a5af93af5fb20562af2f17a6f46b7a2910d110a3e10f9381c38507d402,125769,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/decision_tree_train.csv,c257b1dee9dcd13eb759a11c15515f7f06bf7533af25286e799d54b2f834ae9c,352144,11201,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/df_classification_test.csv,860e01458f8eb2bbd78974ffa7ede21d9e8e86ff59ea287561f32bd97f48343d,23358,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/df_classification_train.csv,d616518113a29cc7b0c8312dc2b0701c4a23fe12c52ca4769060c3752adf01a0,2336982,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/df_regression_test.csv,be9b105a72c04c500fbbf18ad10a3d6b5c945501921175031758a3327c28c4af,10352,128,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/df_regression_train.csv,d25cae522c94e231bd5798e7f38a4bb8cd7cebd7094d07354530c382bac2bb87,30941,381,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/distance.csv,c9680596ba4871cdd49543300f6baefbc83bd30cbe9a97e8aeacb4007edeb1e1,105049,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/em_gmm.csv,240720db6408dfa699ea97a378e64a9b3899518a6974ee41c5228dab6a60eae3,3705,101,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/implicit_als_dense.csv,3f731f6b67e37d53947967e9fed47d11acefdd883a8c845beb94c80dcfad05e5,3578,47,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/k_nearest_neighbors_test.csv,f40ee1a5af93af5fb20562af2f17a6f46b7a2910d110a3e10f9381c38507d402,125769,4001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/k_nearest_neighbors_train.csv,b49793b869287551f3be1ab511f70fc568535cefb200836eb391c5407253a9b5,503038,16001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/kmeans_csr.csv,827fa97eb66360be7ef79bcd9a1f3439b70edd6686c2ddf5c042329d68458b5b,593725,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/kmeans_dense.csv,d5514a91ebbee0a4f98d360af6bd6da4ca34c282fb219eea964c775c91cac46d,2100144,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/kmeans_init_dense.csv,536ed0987618f2a641d2582a699acfc038d0c9f32ade7df37c561ff396ad1f14,2195464,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/lbfgs.csv,566aa9c251b5a4af59b0eba3b2c0493a0b64d662a84f367950b43b10c97b34fa,114534,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/linear_regression_test.csv,7c135b386fc6e5ffef49d026280aaae5bdd81b3ce43dba5aa66ad88ceb15c512,31893,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/linear_regression_train.csv,aaabb83b1ae270b9a6606eb643ae41f982558b12a3aa817ddeb71298ccc79227,127642,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/logitboost_test.csv,7b40c5e3ae99d248655c0c97ad5874d5c8a5d561963069dec8ebd2c32985e7a2,390584,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/logitboost_train.csv,f4b6839994d3e7cce37541ae2750a20ee2f9db3012c097aeef28e56a488a2b3d,1561648,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/logreg_test.csv,51f39e286b6d44895910f4384e98573a369cb1ef0c3a59632e99cc94bd3b06d5,18091,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/logreg_train.csv,05ffd97ce42f43957966c2b5a3e9f751ae8d8916d13749b733c6c88c6ffc5c43,72392,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/mse.csv,36046cb5a26b295ac89ddc42f51b7db7f531c3b71c37db2efd106a34acbdead5,340,11,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_test_csr.csv,d87bb0fd0de0b4f46ba5877a4dd8eb89a369f0431d57016f6460b0e4721e4173,147037,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_test_dense.csv,c5b8f74aca7d2131ce57001a66eb7e623ecb902e0d5439e5971f0c684c774ade,247674,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_test_labels.csv,e80339115a052a36067d5b4f2e85b1adfc986b86a64660d64370bbd5c62891a2,5043,2000,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_train_csr.csv,827fa97eb66360be7ef79bcd9a1f3439b70edd6686c2ddf5c042329d68458b5b,593725,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_train_dense.csv,8d83f22c93fea6efe12b8160d6acf68496565df49e2299ed749cda180861e991,990477,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/naivebayes_train_labels.csv,dd06bb9f3314c8857e710fc70655c208a7c0e8a18fa340b3cffdb8581c602a65,19956,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/normalization.csv,5121ae5298afdbbceb0b729346ec6be027ed1aeb3841c532721b306c69a88615,1875,61,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/outlierdetection.csv,28de924788084b1f9e5be4c98759bbfe6e217871380d9a5e676c4019ee51425d,562,21,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/pca_normalized.csv,cde78b86f924495a0304a35927e550251409d2f9e5ebe1e9e43111b8f42999be,95007,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/pca_transform.csv,f6f743d168fb9bdae096c3d43ba830c29bc50602b6ac13f1a703639fb1936a7a,112,5,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/qr.csv,0f90da4d5fc03a575079ee5d8f12997019acb072b80a207d64717385bb32fa38,2704958,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/quantiles.csv,7838a81d3a6af8bceaabc21adf5f4c73b729ac666ffc7d91819cdcf6498a8766,103863,1001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/sorting.csv,e1120915a2f3a30c7ee6de103d1989dbb7be32f717fc1ae57676dc3981108569,630,21,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/stump_test.csv,3fcc0e7eeaf26ecb0e1fdbd947a4b866d6684992de6cc14f7defa1f80ad79e62,135585,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/stump_train.csv,a8d6cc17e33c94c7254887bc9ae7adb3a61f64ffedd15e77d3708c6219ba80ea,544169,8001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svd.csv,0f90da4d5fc03a575079ee5d8f12997019acb072b80a207d64717385bb32fa38,2704958,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_multi_class_test_dense.csv,3a33ae329058f1149d0fe646d999c21f04b21d679be6ea720ed082940cb66a9e,158237,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_multi_class_train_dense.csv,c839840465583f41c18924baa7154a583124dd8828b7f141cf44ad62bd824a69,158242,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_test_csr.csv,88848e495fe937c85b7d23b027f7b0a6e53b999214b7fc035930a1781957cc57,69693,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_test_dense.csv,0a24e6b5fd83d5f454cff6168e47005f9fec7a6bb61f97c45842495aa2d26ea6,183530,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_test_labels.csv,211fc55732bb57cf858b354335d3ee4b8fa9472ad54058b79bd9b9c9b0872b07,7002,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_train_csr.csv,c8120331cb1b166ae73314f12f578be10d991e785f3a863a0d8526553c5129b9,69595,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_train_dense.csv,405fc63f2f83b57c0ef27be21042208444d697514688a7bd63fc45f00f4ff0b0,183553,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/batch/svm_two_class_train_labels.csv,a10a35ffc337623871487449158d58e1b010ad653dbfbdf5dcc40299b7a6a964,7025,2001,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/kmeans_csr.csv,827fa97eb66360be7ef79bcd9a1f3439b70edd6686c2ddf5c042329d68458b5b,593725,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/kmeans_dense.csv,d5514a91ebbee0a4f98d360af6bd6da4ca34c282fb219eea964c775c91cac46d,2100144,,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_dependents_test.csv,3b8ef2c000b27f07c94863b55283fdcc1365db0318684a993d4a38038443a290,6164,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_dependents_train_1.csv,c264c22bb4fea4fc99a2315cb12beefcc8bc10188c318b0261202140c3cc6cc9,6179,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_dependents_train_2.csv,0ee9e0ae1e17d4dd7c063c690fb3902cb3fe985dfb0707c628fbadc8b378b605,6140,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_dependents_train_3.csv,cb27a61761b2b95aaab06c077fda149c1e925f479deb650b31477750adcccb91,6128,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_dependents_train_4.csv,1d264d783b69d61f9cf6710973c5d88979793aaba4f4d43d4b3a777678856ae3,6152,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_test.csv,48969521330908d63391c07fb6b377ff67a7948346609ff01bd78a5d46c5a7ad,32143,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_train_1.csv,7cf28996d349866deae57260c56dce73acb5fcc2df2aa3546c4aee51aeb751b9,32206,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_train_2.csv,9a92883210dac73f8aeaef606f87632334faafb8a242bd6cb78af0e49bce1547,32150,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_train_3.csv,7dbb535bb3e2d9ebc5267eb837ef17ace158055eb4b4a66505295ed433dbf095,32137,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/linear_regression_train_4.csv,d71ab54d0944ee2100e19b4a16af256696ce3c5d7f18b6f08d74aa3dda1828f3,32149,251,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
legacy/examples/daal4py/data/distributed/naivebayes_test_csr.csv,d87bb0fd0de0b4f46ba5877a4dd8eb89a369f0431d57016f6460b0e4721e4173,147037,4,legacy,,,review-required,Compatibility or legacy path lacks conclusive automated evidence.,drop,Legacy compatibility material must not enter the new history.,false,not-required,
